anonymous_id,feature_01_entry_form,feature_02_ontological_locus,feature_03_operation_field,feature_04_consequence_field,feature_05_evidence_and_evaluators,feature_06_counterpart_and_topology,feature_07_internal_dependencies,feature_08_endpoint_and_provenance,feature_09_development_and_orientation,feature_10_expression_requirements,feature_11_evidence_requirements,feature_12_correction_and_protection,feature_13_continuity_and_transmission,feature_14_external_relations,feature_15_universality,feature_16_false_positive_and_open
X094,entry:inward_operation_orientation;residual:closed,locus:embodied_person;locus:sentient_inward,operation:material_provision,consequence:material_provision,evaluator:affected_party;evaluator:future_ecological;evaluator:skilled_peer;evidence:collective_public;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:unspecified,endpoint:collective_public;endpoint:ecological_continuity;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:feedback_critique;development:practice_skill,expression:consequence_visibility;expression:material_means,evidence_req:affected_party_voice;evidence_req:bodily_material_effect;evidence_req:competence_peer_review;evidence_req:long_horizon_effect,correction:repair_restitution,continuity:inquiry_records_verification;continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:trans;scope:n_evd;scope:s_con,universality:u_h,false_positive:short_term_satisfaction_proxy;open:no
X095,entry:inward_operation_orientation;residual:closed,locus:sentient_inward,operation:meaning_truth,consequence:agency_action,evaluator:counterpart;evaluator:first_person;evidence:agency_action;evidence:meaning_truth;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;topology:b;topology:c;topology:d;topology:j,dependency:unspecified,endpoint:agency_action;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:noncoercive_agency;development:open_inquiry,expression:consequence_visibility;expression:counterpart_participation,evidence_req:reciprocal_fulfilment;evidence_req:self_noncontradiction,correction:renewed_inquiry,continuity:relational_memory_repair,relation:corr;relation:evid;scope:s_cor;scope:s_evd,universality:u_h,false_positive:private_state_proxy;false_positive:short_term_satisfaction_proxy;open:no
X096,entry:inward_operation_orientation;residual:closed,locus:embodied_person;locus:sentient_inward,operation:meaning_truth,consequence:agency_action;consequence:meaning_truth,evaluator:affected_party;evaluator:counterpart;evaluator:first_person;evidence:agency_action;evidence:collective_public;evidence:meaning_truth;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:t,dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:feedback_critique;development:practice_skill,expression:consequence_visibility;expression:embodied_capability;expression:material_means,evidence_req:affected_party_voice;evidence_req:reciprocal_fulfilment;evidence_req:self_noncontradiction,correction:unspecified,continuity:intergenerational_transmission;continuity:skill_tools_maintenance,relation:enab;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:material_sensory_proxy;false_positive:short_term_satisfaction_proxy;open:no
X097,entry:role_relation;residual:closed,locus:relational,operation:inquiry_discrimination;operation:reciprocal_relation,consequence:inquiry_discrimination;consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evidence:collective_public;evidence:material_provision;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:relational_feedback;dependency:selection_embodiment,endpoint:collective_public;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:reciprocal_relation;provenance:d;provenance:o,development:bodily_capability;development:open_inquiry;development:relational_experience,expression:embodied_capability;expression:material_means,evidence_req:affected_party_voice,correction:protection_appeal;correction:redesign_procedure;correction:repair_restitution,continuity:intergenerational_transmission;continuity:public_review_dissent,relation:const;relation:corr;relation:sust;scope:c_con;scope:n_cor;scope:n_occ,universality:u_h;universality:v_c,false_positive:authority_status_proxy;false_positive:care_control_proxy;open:no
X098,entry:inward_operation_orientation;residual:open,locus:embodied_person;locus:relational,operation:agency_action;operation:meaning_truth,consequence:agency_action;consequence:material_provision;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:affected_party;evaluator:counterpart;evaluator:first_person;evidence:agency_action;evidence:collective_public;evidence:continuity_transmission;evidence:material_provision;evidence:meaning_truth;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:contemplative_design;dependency:realised_orientation;dependency:selection_embodiment,endpoint:agency_action;endpoint:collective_public;endpoint:continuity_transmission;endpoint:material_provision;endpoint:meaning_truth;endpoint:reciprocal_relation;provenance:d;provenance:i,development:feedback_critique;development:open_inquiry;development:practice_skill,expression:timing_discretion,evidence_req:affected_party_voice;evidence_req:bodily_material_effect;evidence_req:long_horizon_effect;evidence_req:reciprocal_fulfilment;evidence_req:self_noncontradiction,correction:protection_appeal;correction:redesign_procedure;correction:repair_restitution,continuity:inquiry_records_verification;continuity:intergenerational_transmission;continuity:public_review_dissent;continuity:skill_tools_maintenance,relation:corr;relation:enab;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:care_control_proxy;open:yes
X099,entry:role_relation;residual:open,locus:relational,operation:bodily_health;operation:care_development;operation:justice_protection;operation:meaning_truth,consequence:bodily_health;consequence:care_development;consequence:justice_protection;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:skilled_peer;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:accepted_meaning;dependency:relational_feedback;dependency:selection_embodiment,endpoint:bodily_health;endpoint:care_development;endpoint:justice_protection;endpoint:meaning_truth;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:practice_skill;development:relational_experience,expression:embodied_capability;expression:material_means;expression:timing_discretion,evidence_req:competence_peer_review,correction:protection_appeal;correction:repair_restitution;correction:treatment_accommodation,continuity:care_succession_agency;continuity:intergenerational_transmission,relation:const;relation:enab;relation:sust;scope:n_con;scope:n_exp;scope:n_occ,universality:u_h,false_positive:authority_status_proxy;false_positive:care_control_proxy;open:yes
X100,entry:inward_operation_orientation;residual:closed,locus:material_ecological,operation:care_development;operation:reciprocal_relation,consequence:bodily_health;consequence:care_development;consequence:reciprocal_relation,evaluator:affected_party;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:reciprocal_relation,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:bodily_health;endpoint:care_development;endpoint:reciprocal_relation;provenance:d;provenance:i,development:material_access;development:noncoercive_agency,expression:counterpart_participation;expression:material_means,evidence_req:affected_party_voice;evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:care_succession_agency;continuity:reserve_reliable_provision;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:sust;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:unspecified;open:no
X101,entry:role_relation;residual:open,locus:relational,operation:care_development;operation:justice_protection;operation:meaning_truth,consequence:care_development;consequence:justice_protection;consequence:meaning_truth;consequence:reciprocal_relation,evaluator:skilled_peer;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:accepted_meaning;dependency:relational_feedback;dependency:selection_embodiment,endpoint:care_development;endpoint:justice_protection;endpoint:meaning_truth;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:practice_skill;development:relational_experience,expression:embodied_capability;expression:material_means,evidence_req:competence_peer_review,correction:protection_appeal,continuity:care_succession_agency;continuity:intergenerational_transmission;continuity:public_review_dissent,relation:const;relation:enab;relation:sust;scope:n_con;scope:n_exp;scope:n_occ,universality:u_h,false_positive:authority_status_proxy;false_positive:care_control_proxy;open:yes
X102,entry:inward_operation_orientation;residual:closed,locus:unspecified,operation:unspecified,consequence:agency_action;consequence:care_development;consequence:continuity_transmission;consequence:justice_protection,evaluator:affected_party;evaluator:skilled_peer;evidence:care_development;evidence:collective_public;evidence:continuity_transmission;evidence:justice_protection;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:selection_embodiment,endpoint:agency_action;endpoint:care_development;endpoint:collective_public;endpoint:continuity_transmission;endpoint:justice_protection;endpoint:skill_design;provenance:d;provenance:i,development:unspecified,expression:consequence_visibility,evidence_req:affected_party_voice;evidence_req:competence_peer_review,correction:protection_appeal;correction:repair_restitution,continuity:care_succession_agency;continuity:public_review_dissent,relation:enab;relation:prot;relation:sust;scope:n_cor;scope:n_exp;scope:s_con,universality:u_h,false_positive:care_control_proxy;open:no
X103,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:inquiry_discrimination;operation:material_provision,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:affected_party;evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:collective_public;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:t,dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:collective_public;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:continuity_exposure;development:feedback_critique;development:material_access,expression:counterpart_participation;expression:material_means,evidence_req:affected_party_voice;evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:protection_appeal,continuity:skill_tools_maintenance,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;open:no
X104,entry:material_sensory_property;residual:open,locus:embodied_person;locus:material_ecological,operation:agency_action;operation:continuity_transmission;operation:inquiry_discrimination;operation:material_provision,consequence:agency_action;consequence:bodily_health;consequence:collective_public;consequence:continuity_transmission;consequence:inquiry_discrimination;consequence:material_provision,evaluator:affected_party;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:agency_action;evidence:collective_public;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:t,dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:agency_action;endpoint:bodily_health;endpoint:collective_public;endpoint:continuity_transmission;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:material_access;development:practice_skill,expression:consequence_visibility;expression:material_means,evidence_req:affected_party_voice;evidence_req:competence_peer_review,correction:redesign_procedure;correction:repair_restitution,continuity:inquiry_records_verification;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:sust;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:unspecified;open:yes
X105,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:inquiry_discrimination;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:material_access,expression:language_representation,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:retraining_changed_means;correction:treatment_accommodation,continuity:unspecified,relation:const;relation:prot;relation:sust;scope:n_cor;scope:n_exp;scope:s_con,universality:u_h,false_positive:private_state_proxy;open:no
X106,entry:criterion_result;residual:open,locus:embodied_person;locus:material_ecological;locus:relational,operation:agency_action;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:agency_action;consequence:bodily_health;consequence:care_development;consequence:continuity_transmission;consequence:inquiry_discrimination;consequence:material_provision;consequence:reciprocal_relation,evaluator:affected_party;evaluator:future_ecological;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:collective_public;evidence:continuity_transmission;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:agency_action;endpoint:bodily_health;endpoint:care_development;endpoint:collective_public;endpoint:continuity_transmission;endpoint:ecological_continuity;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:material_access,expression:material_means,evidence_req:affected_party_voice;evidence_req:bodily_material_effect;evidence_req:long_horizon_effect,correction:redesign_procedure;correction:repair_restitution;correction:treatment_accommodation,continuity:care_succession_agency;continuity:ecological_regeneration;continuity:public_review_dissent;continuity:reserve_reliable_provision;continuity:skill_tools_maintenance,relation:const;relation:evid;relation:sust;scope:n_con;scope:n_evd;scope:n_exp,universality:u_h,false_positive:authority_status_proxy;false_positive:care_control_proxy;false_positive:short_term_satisfaction_proxy;open:yes
X107,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:continuity_exposure,expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:inquiry_records_verification;continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;false_positive:private_state_proxy;open:no
X108,entry:criterion_result;residual:open,locus:material_ecological;locus:relational,operation:aesthetic_affinity,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:material_provision;consequence:reciprocal_relation,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:feedback_critique,expression:embodied_capability;expression:material_means,evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:ecological_regeneration;continuity:reserve_reliable_provision,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:material_sensory_proxy;false_positive:output_efficiency_proxy;open:yes
X109,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:continuity_exposure,expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:redesign_procedure;correction:treatment_accommodation,continuity:inquiry_records_verification;continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:private_state_proxy;open:no
X110,entry:criterion_result;residual:open,locus:material_ecological;locus:relational,operation:aesthetic_affinity,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:material_provision;consequence:reciprocal_relation,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:feedback_critique,expression:consequence_visibility;expression:material_means,evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:ecological_regeneration;continuity:reserve_reliable_provision,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:short_term_satisfaction_proxy;open:yes
X111,entry:material_sensory_property;residual:open,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:continuity_exposure,expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:inquiry_records_verification;continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;false_positive:short_term_satisfaction_proxy;open:yes
X112,entry:criterion_result;residual:open,locus:material_ecological;locus:relational,operation:aesthetic_affinity,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:material_provision;consequence:reciprocal_relation,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:feedback_critique,expression:material_means,evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:ecological_regeneration;continuity:reserve_reliable_provision,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:material_sensory_proxy;false_positive:output_efficiency_proxy;false_positive:private_state_proxy;false_positive:short_term_satisfaction_proxy;open:yes
X113,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:continuity_exposure,expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:inquiry_records_verification;continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:authority_status_proxy;false_positive:harm_displacement_proxy;false_positive:material_sensory_proxy;open:no
X114,entry:criterion_result;residual:open,locus:material_ecological;locus:relational,operation:aesthetic_affinity,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:material_provision;consequence:reciprocal_relation,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:feedback_critique,expression:material_means,evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:ecological_regeneration;continuity:reserve_reliable_provision,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:output_efficiency_proxy;open:yes
X115,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:continuity_exposure,expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:inquiry_records_verification;continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;open:no
X116,entry:criterion_result;residual:open,locus:material_ecological;locus:relational,operation:aesthetic_affinity,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:material_provision;consequence:reciprocal_relation,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:feedback_critique,expression:material_means,evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:ecological_regeneration;continuity:reserve_reliable_provision,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:material_sensory_proxy;open:yes
X117,entry:material_sensory_property;residual:closed,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:bodily_health;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evaluator:skilled_peer;evidence:aesthetic_affinity;evidence:bodily_health;evidence:care_development;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:r;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:inquiry_discrimination;endpoint:material_provision;endpoint:skill_design;provenance:d;provenance:i,development:bodily_capability;development:continuity_exposure,expression:embodied_capability;expression:language_representation;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:inquiry_records_verification;continuity:reserve_reliable_provision,relation:const;relation:corr;relation:evid;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:unspecified;open:no
X118,entry:criterion_result;residual:open,locus:material_ecological;locus:relational,operation:aesthetic_affinity,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:material_provision;consequence:reciprocal_relation,evaluator:body_material;evaluator:skilled_peer;evidence:bodily_health;evidence:care_development;evidence:ecological_continuity;evidence:material_provision;evidence:skill_design,counterpart:collective;counterpart:direct;counterpart:durable;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:j;topology:r;topology:t,dependency:unspecified,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:care_development;endpoint:ecological_continuity;endpoint:material_provision;endpoint:reciprocal_relation;endpoint:skill_design;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:feedback_critique,expression:consequence_visibility;expression:material_means,evidence_req:bodily_material_effect,correction:repair_restitution;correction:treatment_accommodation,continuity:ecological_regeneration;continuity:reserve_reliable_provision,relation:const;relation:evid;relation:sust;scope:n_evd;scope:n_exp;scope:s_con,universality:u_h,false_positive:output_efficiency_proxy;false_positive:short_term_satisfaction_proxy;open:yes
X119,entry:material_sensory_property;residual:open,locus:embodied_person;locus:material_ecological,operation:aesthetic_affinity;operation:inquiry_discrimination,consequence:aesthetic_affinity;consequence:bodily_health;consequence:ecological_continuity;consequence:inquiry_discrimination;consequence:material_provision,evaluator:body_material;evidence:aesthetic_affinity;evidence:bodily_health;evidence:ecological_continuity,counterpart:collective;counterpart:direct;counterpart:material_ecological;topology:b;topology:c;topology:d;topology:e;topology:t,dependency:evaluation_discrimination;dependency:selection_embodiment,endpoint:aesthetic_affinity;endpoint:bodily_health;endpoint:ecological_continuity;endpoint:inquiry_discrimination;endpoint:material_provision;provenance:d;provenance:i;provenance:o,development:bodily_capability;development:continuity_exposure,expression:consequence_visibility;expression:material_means,evidence_req:bodily_material_effect;evidence_req:competence_peer_review,correction:treatment_accommodation,continuity:unspecified,relation:const;relation:evid;relation:prot;scope:n_cor;scope:n_evd;scope:n_exp,universality:u_h,false_positive:material_sensory_proxy;open:yes
